NO,UP3,ULP,PENYULANG,ALAMAT,NOMOR_GARDU,NOMOR_TIANG,PHASA,DAYA_KVA,MERK,BEBAN_NOMINAL_AMPERE,JUR_X1_A,JUR_X2_A,JUR_X3_A,N_A_A,JUR_X1_B,JUR_X2_B,JUR_X3_B,N_A_B,BEBAN_REAL_AMPERE,Persentase_BEBAN,TEG_PANGKAL_X1_A,TEG_PANGKAL_X2_A,TEG_PANGKAL_X1_B,TEG_PANGKAL_X2_B,TEG_UJUNG_X1_A,TEG_UJUNG_X2_A,TEG_UJUNG_X1_B,TEG_UJUNG_X2_B,TEG_TM,FREK,TANGGAL,JAM,PETUGAS,KETERANGAN
99,CILACAP,GOMBONG,GBG 10,,,GBG.06 0049 T0019,3,50,TRAFINDO,227.27,0.00,5.00,7.00,1.10,,,,,12,0.05,407.20,403.00,,,406.20,402.00,,,21.26,50.00,2018-05-13,14.19,YULI PUSPITO/HERY SUGIYANTO,
100,CILACAP,GOMBONG,GBG 02,,,GBG.06 0049 T0020 S0002,3,100,TRAFINDO,454.55,74.40,110.50,72.90,38.40,,,,,257.8,0.57,399.90,397.20,,,398.90,396.20,,,20.91,50.00,2018-05-13,14.24,YULI PUSPITO/HERY SUGIYANTO,
101,CILACAP,GOMBONG,GBG 05,,,GBG.06 0049 T0020 S0005,3,100,B & D,454.55,74.10,75.70,58.00,12.00,,,,,207.8,0.46,400.60,399.00,,,399.60,398.00,,,20.98,50.00,2018-05-13,14.31,YULI PUSPITO/HERY SUGIYANTO,
102,CILACAP,GOMBONG,GBG 10,,,GBG.06 0049 T0020 S0011,3,315,TRAFINDO,1431.82,30.30,15.40,30.70,0.10,,,,,76.4,0.05,403.80,401.80,,,402.80,400.80,,,21.13,50.00,2018-05-14,09.25,YULI PUSPITO/HERY SUGIYANTO,
103,CILACAP,GOMBONG,GBG 05,,,GBG.06 0049 T0020 S0014,3,50,TRAFINDO,227.27,46.80,152.80,94.60,10.80,,,,,294.2,1.29,386.40,152.80,,,385.40,151.80,,,14.13,50.00,2018-05-14,09.32,YULI PUSPITO/HERY SUGIYANTO,
104,CILACAP,GOMBONG,GBG 10,,,GBG.06 0049 T0020 S0017,3,200,B & D,909.09,35.10,37.00,48.30,15.10,,,,,120.4,0.13,398.70,396.30,,,397.70,395.30,,,20.86,50.00,2018-05-14,09.38,YULI PUSPITO/HERY SUGIYANTO,TRAFO PREMIUM
105,CILACAP,GOMBONG,GBG 06,,,GBG.06 0049 T0023,3,200,TRAFINDO,909.09,0.00,0.00,0.00,0.00,,,,,0,0.00,397.60,388.70,,,396.60,388.70,,,20.65,50.00,2018-05-14,09.41,YULI PUSPITO/HERY SUGIYANTO,TRAFO PREMIUM
106,CILACAP,GOMBONG,GBG 10,,,GBG.06 0049 T0023 U0001,3,200,TRAFINDO,909.09,47.40,44.40,46.50,9.90,,,,,138.3,0.15,394.20,392.60,,,393.20,392.60,,,20.67,50.00,2018-05-14,09.50,YULI PUSPITO/HERY SUGIYANTO,
107,CILACAP,GOMBONG,GBG 10,,,GBG.06 0049 T0025,3,200,B & D,909.09,161.40,186.50,174.50,6.40,,,,,522.4,0.57,386.10,383.00,,,385.10,382.00,,,20.17,50.00,2018-05-14,10.10,YULI PUSPITO/HERY SUGIYANTO,
108,CILACAP,GOMBONG,GBG 10,,,GBG.06 0049 T0026,3,100,SINTRA,454.55,75.00,129.00,53.30,29.20,,,,,257.3,0.57,385.60,379.10,,,384.60,378.10,,,20.06,50.00,2018-05-14,10.25,YULI PUSPITO/HERY SUGIYANTO,
109,CILACAP,GOMBONG,GBG 10,,,GBG10-248,3,100,TRAFINDO,454.55,60.90,60.90,60.50,7.40,,,,,182.3,0.40,383.40,380.80,,,382.40,379.80,,,20.05,50.00,2018-05-14,10.30,YULI PUSPITO/HERY SUGIYANTO,
110,CILACAP,GOMBONG,GBG 10,,,GBG10-249,3,50,B & D,227.27,3.60,0.50,0.00,2.90,,,,,4.1,0.02,386.70,382.60,,,385.70,381.60,,,20.18,50.00,2018-05-14,10.36,YULI PUSPITO/HERY SUGIYANTO,
111,CILACAP,GOMBONG,GBG 10,,,GBG10-257,3,100,SCHNEIDER,454.55,88.20,43.20,69.90,40.90,,,,,201.3,0.44,381.60,374.90,,,380.60,373.90,,,19.84,50.00,2018-05-14,10.41,YULI PUSPITO/HERY SUGIYANTO,
112,CILACAP,GOMBONG,GBG 10,,,GBG10-266,3,160,TRAFINDO,727.27,95.00,90.70,38.60,23.50,,,,,224.3,0.31,382.90,381.10,,,380.90,380.10,,,20.01,50.00,2018-05-14,10.45,YULI PUSPITO/HERY SUGIYANTO,
113,CILACAP,GOMBONG,GBG 10,,,GBG10-300,3,100,TRAFINDO,454.55,0.00,0.00,0.00,0.00,,,,,0,0.00,385.00,381.60,,,384.00,380.60,,,20.11,50.00,2018-05-14,10.55,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
114,CILACAP,GOMBONG,GBG 10,,,GBG10-317-S001,3,160,TRAFINDO,727.27,45.20,15.60,10.60,26.80,,,,,71.4,0.10,383.20,380.40,,,382.20,379.40,,,20.03,50.00,2018-05-14,11.05,YULI PUSPITO/HERY SUGIYANTO,
115,CILACAP,GOMBONG,GBG 10,,,GBG10-328,3,100,SINTRA,454.55,42.20,59.60,46.40,13.90,,,,,148.2,0.33,381.40,376.40,,,380.40,375.40,,,19.88,50.00,2018-05-14,11.15,YULI PUSPITO/HERY SUGIYANTO,
116,CILACAP,GOMBONG,GBG 10,,,GBG10-338-U003,3,100,SINTRA,454.55,82.40,105.00,112.40,24.50,,,,,299.8,0.66,375.70,365.90,,,374.70,364.90,,,19.45,50.00,2018-05-14,11.25,YULI PUSPITO/HERY SUGIYANTO,
117,CILACAP,GOMBONG,GBG 10,,,GBG10-341-U001,3,100,TRAFINDO,454.55,22.90,29.00,32.30,3.70,,,,,84.2,0.19,383.10,378.30,,,382.10,377.30,,,19.97,50.00,2018-05-14,11.40,YULI PUSPITO/HERY SUGIYANTO,
118,CILACAP,GOMBONG,GBG 10,,,GBG10-343,3,100,SINTRA,454.55,31.90,33.60,33.80,0.50,,,,,99.3,0.22,382.10,378.80,,,381.10,377.80,,,19.96,50.00,2018-05-14,13.15,YULI PUSPITO/HERY SUGIYANTO,
119,CILACAP,GOMBONG,GBG 10,,,GBG10-346,3,160,UNINDO,727.27,94.30,106.00,157.90,34.40,,,,,358.2,0.49,387.90,375.70,,,386.90,374.70,,,20.03,50.00,2018-05-14,13.23,YULI PUSPITO/HERY SUGIYANTO,
120,CILACAP,GOMBONG,GBG 10,,,GBG10-352,3,100,TRAFINDO,454.55,67.20,59.20,63.20,16.00,,,,,189.6,0.42,382.60,380.10,,,381.60,379.10,,,20.01,50.00,2018-05-14,13.35,YULI PUSPITO/HERY SUGIYANTO,
121,CILACAP,GOMBONG,GBG 10,,,GBG10-356,3,50,SINTRA,227.27,24.30,0.00,0.00,20.00,,,,,24.3,0.11,384.00,381.70,,,383.00,380.70,,,20.09,50.00,2018-05-14,13.42,YULI PUSPITO/HERY SUGIYANTO,
122,CILACAP,GOMBONG,GBG 10,,,GBG10-370-U002,3,100,SINTRA,454.55,0.00,1.30,0.50,1.80,,,,,1.8,0.00,383.80,380.40,,,382.80,379.40,,,20.05,50.00,2018-05-14,13.57,YULI PUSPITO/HERY SUGIYANTO,
123,CILACAP,GOMBONG,GBG 10,,,GBG10-377,3,100,TRAFINDO,454.55,0.00,0.00,0.00,0.00,,,,,0,0.00,381.70,379.20,,,380.70,378.20,,,19.96,50.00,2018-05-14,14.05,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
124,CILACAP,GOMBONG,GBG 10,,,GBG10-362-U003,3,100,TRAFINDO,454.55,20.20,4.30,5.80,8.40,,,,,30.3,0.07,382.30,379.20,,,381.30,378.20,,,19.97,50.00,2018-05-14,14.17,YULI PUSPITO/HERY SUGIYANTO,
125,CILACAP,GOMBONG,GBG 10,,,GBG10-244-U042,3,100,TRAFINDO,454.55,16.50,15.60,9.90,7.30,,,,,42,0.09,392.20,381.00,,,381.20,380.00,,,20.02,50.00,2018-05-14,14.30,YULI PUSPITO/HERY SUGIYANTO,
126,CILACAP,GOMBONG,GBG 10,,,GBG10-266,3,100,STARLITE,454.55,2.30,1.30,17.10,7.20,,,,,20.7,0.05,386.30,382.50,,,385.30,381.50,,,20.17,50.00,2018-05-14,14.55,YULI PUSPITO/HERY SUGIYANTO,
127,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T018-U007-B005,3,100,STARLITE,454.55,108.60,111.60,101.00,8.40,,,,,321.2,0.71,403.20,400.70,,,402.10,399.70,,,21.09,50.00,2018-05-15,09.20,YULI PUSPITO/HERY SUGIYANTO,
128,CILACAP,GOMBONG,GBG 10,,,GBG10-051-T001,3,50,STARLITE,227.27,0.00,0.00,0.00,0.00,,,,,0,0.00,404.20,401.60,,,403.20,400.60,,,21.14,50.00,2018-05-15,09.33,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
129,CILACAP,GOMBONG,GBG 05,,,GBG05-075-U024,3,50,STARLITE,227.27,0.00,0.00,0.90,0.40,,,,,0.9,0.00,404.30,406.90,,,403.30,405.90,,,21.28,50.00,2018-05-15,09.41,YULI PUSPITO/HERY SUGIYANTO,
130,CILACAP,GOMBONG,GBG 05,,,GBG05-075-U005,3,50,SINTRA,227.27,0.00,0.00,0.00,0.00,,,,,0,0.00,407.20,401.70,,,406.20,400.70,,,21.22,50.00,2018-05-15,09.45,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
131,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B016,3,100,TRAFINDO,454.55,20.50,18.70,18.50,8.40,,,,,57.7,0.13,401.10,400.10,,,400.10,399.10,,,21.02,50.00,2018-05-15,10.00,YULI PUSPITO/HERY SUGIYANTO,
132,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B158,3,100,SINTRA,454.55,15.30,15.90,15.90,1.00,,,,,47.1,0.10,397.20,394.10,,,396.20,393.10,,,20.76,50.00,2018-05-15,10.25,YULI PUSPITO/HERY SUGIYANTO,
133,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B166-B002,3,200,B & D,909.09,192.40,239.80,171.10,0.80,,,,,603.3,0.66,388.20,388.40,,,387.20,387.40,,,20.37,50.00,2018-05-15,11.00,YULI PUSPITO/HERY SUGIYANTO,
134,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B166-B003,3,200,TRAFINDO,909.09,223.50,226.40,18.30,0.70,,,,,468.2,0.52,383.90,388.90,,,382.90,387.90,,,20.27,50.00,2018-05-15,11.08,YULI PUSPITO/HERY SUGIYANTO,
135,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B173-T005,3,100,TRAFINDO,454.55,72.20,74.50,74.00,2.30,,,,,220.7,0.49,392.80,389.40,,,391.80,388.40,,,20.52,50.00,2018-05-15,11.12,YULI PUSPITO/HERY SUGIYANTO,
136,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B179,3,100,TRAFINDO,454.55,2.10,3.20,5.50,0.00,,,,,10.8,0.02,396.80,396.30,,,395.80,395.30,,,20.81,50.00,2018-05-15,11.22,YULI PUSPITO/HERY SUGIYANTO,
137,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B182,3,100,SINTRA,454.55,28.60,23.10,18.90,9.70,,,,,70.6,0.16,395.00,395.70,,,394.00,394.70,,,20.74,50.00,2018-05-15,11.25,YULI PUSPITO/HERY SUGIYANTO,
138,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B190-T005,3,100,TRAFINDO,454.55,52.00,25.50,15.60,30.00,,,,,93.1,0.20,399.80,395.60,,,398.80,394.60,,,20.87,50.00,2018-05-15,12.45,YULI PUSPITO/HERY SUGIYANTO,
139,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B277-S013,3,200,B & D,909.09,19.70,19.80,23.20,0.60,,,,,62.7,0.07,396.20,395.70,,,395.20,394.70,,,20.77,50.00,2018-05-15,13.00,YULI PUSPITO/HERY SUGIYANTO,
140,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B277-S015,3,100,TRAFINDO,454.55,12.20,23.80,19.40,10.40,,,,,55.4,0.12,397.70,395.00,,,396.70,394.00,,,20.80,50.00,2018-05-15,13.07,YULI PUSPITO/HERY SUGIYANTO,
141,CILACAP,GOMBONG,GBG 04,,,GBG04-112-B299,3,50,B & D,227.27,2.90,0.60,1.40,2.10,,,,,4.9,0.02,395.90,394.60,,,394.90,393.60,,,20.74,50.00,2018-05-15,13.20,YULI PUSPITO/HERY SUGIYANTO,
142,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T018-U006,3,100,TRAFINDO,454.55,5.60,0.50,4.40,3.10,,,,,10.5,0.02,405.40,404.30,,,404.40,403.30,,,21.24,50.00,2018-05-18,09.00,YULI PUSPITO/HERY SUGIYANTO,
143,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T019,3,160,TRAFINDO,727.27,89.30,46.20,132.90,43.40,,,,,268.4,0.37,400.40,397.70,,,399.40,396.70,,,20.94,50.00,2018-05-18,09.10,YULI PUSPITO/HERY SUGIYANTO,
144,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T018-U004-B003,3,160,SINTRA,727.27,2.40,0.00,0.00,0.60,,,,,2.4,0.00,405.00,403.80,,,404.00,402.80,,,21.22,50.00,2018-05-18,09.20,YULI PUSPITO/HERY SUGIYANTO,
145,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T018-U012,3,50,B & D,227.27,38.60,27.50,35.60,0.80,,,,,101.7,0.45,398.10,398.40,,,397.10,397.40,,,20.90,50.00,2018-05-18,09.30,YULI PUSPITO/HERY SUGIYANTO,
146,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T018-U013-T006,3,100,SINTRA,454.55,55.20,56.70,67.80,11.00,,,,,179.7,0.40,400.00,397.70,,,399.00,396.70,,,20.93,50.00,2018-05-18,09.35,YULI PUSPITO/HERY SUGIYANTO,
147,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T018-U017,3,100,TRAFINDO,454.55,0.00,0.00,0.00,0.00,,,,,0,0.00,0.00,0.00,,,0.00,0.00,,,0.00,50.00,2018-05-18,09.45,YULI PUSPITO/HERY SUGIYANTO,BREAKER TIDAK TERPASANG
148,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T018-U026,3,50,B & D,227.27,17.10,11.80,33.70,9.50,,,,,62.6,0.28,404.70,402.30,,,403.70,401.30,,,21.17,50.00,2018-05-18,09.50,YULI PUSPITO/HERY SUGIYANTO,
149,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T018-U027,3,100,TRAFINDO,454.55,3.80,3.70,12.40,5.40,,,,,19.9,0.04,406.50,404.50,,,405.50,403.50,,,21.28,50.00,2018-05-18,09.55,YULI PUSPITO/HERY SUGIYANTO,
150,CILACAP,GOMBONG,GBG 06,,,GBG06-105-T029,3,100,TRAFINDO,454.55,0.00,0.00,0.00,0.00,,,,,0,0.00,402.10,400.40,,,401.10,399.40,,,21.05,50.00,2018-05-18,10.03,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
151,CILACAP,GOMBONG,GBG 06,,,GBG06-105-T003,3,50,SINTRA,227.27,9.60,8.60,8.80,3.60,,,,,27,0.12,401.60,399.80,,,400.60,398.80,,,21.02,50.00,2018-05-18,10.15,YULI PUSPITO/HERY SUGIYANTO,
152,CILACAP,GOMBONG,GBG 06,,,GBG06-105,3,50,SINTRA,227.27,16.90,35.40,13.10,0.00,,,,,65.4,0.29,400.20,399.30,,,399.20,398.30,,,20.97,50.00,2018-05-18,10.22,YULI PUSPITO/HERY SUGIYANTO,
153,CILACAP,GOMBONG,GBG 06,,,GBG06-145,3,300,UNINDO,1363.64,266.20,282.20,267.90,7.90,,,,,816.3,0.60,394.40,393.30,,,393.40,392.30,,,20.66,50.00,2018-05-18,11.10,YULI PUSPITO/HERY SUGIYANTO,TRAFO PELANGGAN
154,CILACAP,GOMBONG,GBG 06,,,GBG06-156,3,100,TRAFINDO,454.55,43.80,66.70,29.50,9.20,,,,,140,0.31,397.90,397.60,,,396.90,396.60,,,20.87,50.00,2018-05-18,11.20,YULI PUSPITO/HERY SUGIYANTO,
155,CILACAP,GOMBONG,GBG 06,,,GBG06-093,3,200,SINTRA,909.09,69.90,41.20,38.90,31.00,,,,,150,0.17,400.70,400.00,,,399.70,399.00,,,21.01,50.00,2018-05-18,11.31,YULI PUSPITO/HERY SUGIYANTO,
156,CILACAP,GOMBONG,GBG 06,,,GBG06-075,3,50,SINTRA,227.27,1.20,3.40,10.70,10.00,,,,,15.3,0.07,402.70,401.00,,,401.70,400.00,,,21.08,50.00,2018-05-18,11.40,YULI PUSPITO/HERY SUGIYANTO,
157,CILACAP,GOMBONG,GBG 06,,,GBG06-073,3,200,B & D,909.09,43.60,46.80,47.00,7.20,,,,,137.4,0.15,406.10,401.10,,,405.10,404.10,,,21.28,50.00,2018-05-18,11.46,YULI PUSPITO/HERY SUGIYANTO,
158,CILACAP,GOMBONG,GBG 06,,,GBG06-069,3,100,SCHNEIDER,454.55,60.10,67.00,23.40,24.80,,,,,150.5,0.33,402.80,398.40,,,401.80,400.80,,,21.11,50.00,2018-05-18,13.20,YULI PUSPITO/HERY SUGIYANTO,
159,CILACAP,GOMBONG,GBG 06,,,GBG06-089-T022,3,250,STARLITE,1136.36,155.80,142.00,168.10,27.40,,,,,465.9,0.41,402.20,396.60,,,401.20,400.20,,,21.08,50.00,2018-05-18,13.32,YULI PUSPITO/HERY SUGIYANTO,
160,CILACAP,GOMBONG,GBG 06,,,GBG06-089-T024,3,160,UNINDO,727.27,59.50,70.20,94.20,14.40,,,,,223.9,0.31,396.80,396.40,,,395.80,394.80,,,20.79,50.00,2018-05-18,13.36,YULI PUSPITO/HERY SUGIYANTO,
161,CILACAP,GOMBONG,GBG 06,,,GBG06-089-T021,3,50,STARLITE,227.27,3.70,10.30,24.30,8.00,,,,,38.3,0.17,401.20,398.10,,,400.20,399.20,,,21.02,50.00,2018-05-18,13.41,YULI PUSPITO/HERY SUGIYANTO,
162,CILACAP,GOMBONG,GBG 02,,,GBG02-042,3,50,TRAFINDO,227.27,4.30,7.40,1.60,7.50,,,,,13.3,0.06,407.80,404.10,,,406.80,403.10,,,21.30,50.00,2018-05-19,09.25,YULI PUSPITO/HERY SUGIYANTO,
163,CILACAP,GOMBONG,GBG 02,,,GBG02-045,3,100,TRAFINDO,454.55,0.00,0.00,0.00,0.00,,,,,0,0.00,405.30,402.20,,,404.30,401.20,,,21.18,50.00,2018-05-19,09.30,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
164,CILACAP,GOMBONG,GBG 05,,,GBG05-050,3,50,TRAFINDO,227.27,0.00,0.00,0.70,0.70,,,,,0.7,0.00,402.10,401.10,,,401.10,400.10,,,21.07,50.00,2018-05-19,09.50,YULI PUSPITO/HERY SUGIYANTO,
165,CILACAP,GOMBONG,GBG 05,,,GBG05-054,3,50,SINTRA,227.27,12.30,24.10,18.90,5.20,,,,,55.3,0.24,399.00,397.30,,,398.00,396.30,,,20.89,50.00,2018-05-19,09.55,YULI PUSPITO/HERY SUGIYANTO,
166,CILACAP,GOMBONG,GBG 05,,,GBG05-085,3,50,B & D,227.27,0.00,0.00,0.00,0.00,,,,,0,0.00,400.60,399.90,,,399.60,398.90,,,21.00,50.00,2018-05-19,10.05,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
167,CILACAP,GOMBONG,GBG 05,,,GBG05-101-U001,3,200,TRAFINDO,909.09,84.90,81.00,76.00,6.90,,,,,241.9,0.27,395.70,395.40,,,394.70,394.40,,,20.75,50.00,2018-05-19,10.15,YULI PUSPITO/HERY SUGIYANTO,
168,CILACAP,GOMBONG,GBG 05,,,GBG05-209,3,100,TRAFINDO,454.55,0.00,6.80,0.00,7.90,,,,,6.8,0.01,405.60,405.60,,,404.60,404.60,,,21.28,50.00,2018-05-19,10.45,YULI PUSPITO/HERY SUGIYANTO,
169,CILACAP,GOMBONG,GBG 05,,,GBG05-240-S014,3,50,STARLITE,227.27,0.00,0.00,0.00,0.00,,,,,0,0.00,0.00,0.00,,,0.00,0.00,,,0.00,50.00,2018-05-19,10.52,YULI PUSPITO/HERY SUGIYANTO,PANEL SUSAH DIBUKA
170,CILACAP,GOMBONG,GBG 05,,,GBG05-301-T044,3,100,SINTRA,454.55,0.00,0.00,0.00,0.00,,,,,0,0.00,0.00,0.00,,,0.00,0.00,,,0.00,50.00,2018-05-19,11.00,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA PANEL/AKSES DITUTUP
171,CILACAP,GOMBONG,GBG 05,,,GBG05-301-T029,3,50,B & D,227.27,0.00,0.00,0.00,0.00,,,,,0,0.00,0.00,0.00,,,0.00,0.00,,,0.00,50.00,2018-05-19,11.10,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA PANEL
172,CILACAP,GOMBONG,GBG 05,,,GBG05-301-T018,3,50,TRAFINDO,227.27,0.00,8.20,1.20,6.10,,,,,9.4,0.04,391.50,391.40,,,390.50,390.40,,,20.54,50.00,2018-05-19,11.25,YULI PUSPITO/HERY SUGIYANTO,
173,CILACAP,GOMBONG,GBG 05,,,GBG05-298,3,160,TRAFINDO,727.27,43.50,20.60,40.50,16.80,,,,,104.6,0.14,393.50,390.10,,,392.50,389.10,,,20.56,50.00,2018-05-19,11.37,YULI PUSPITO/HERY SUGIYANTO,
174,CILACAP,GOMBONG,GBG 05,,,GBG05-297,3,50,B & D,227.27,14.50,12.50,11.10,3.50,,,,,38.1,0.17,391.00,391.00,,,390.00,390.00,,,20.51,50.00,2018-05-19,11.43,YULI PUSPITO/HERY SUGIYANTO,
175,CILACAP,GOMBONG,GBG 05,,,GBG05-295,3,100,SINTRA,454.55,37.00,48.60,57.20,6.80,,,,,142.8,0.31,389.80,388.70,,,388.80,387.70,,,20.42,50.00,2018-05-19,11.50,YULI PUSPITO/HERY SUGIYANTO,
176,CILACAP,GOMBONG,GBG 05,,,GBG05-289,3,100,TRAFINDO,454.55,24.30,78.30,46.60,15.60,,,,,149.2,0.33,390.40,389.70,,,389.40,388.70,,,20.46,50.00,2018-05-19,13.15,YULI PUSPITO/HERY SUGIYANTO,
177,CILACAP,GOMBONG,GBG 05,,,GBG05-290-B002,3,50,TRAFINDO,227.27,1.20,0.80,0.00,1.40,,,,,2,0.01,391.50,390.00,,,390.50,389.00,,,20.50,50.00,2018-05-19,13.22,YULI PUSPITO/HERY SUGIYANTO,
178,CILACAP,GOMBONG,GBG 05,,,GBG05-324,3,50,B & D,227.27,0.00,0.00,0.00,0.00,,,,,0,0.00,394.50,395.00,,,393.50,394.00,,,20.71,50.00,2018-05-19,13.38,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
179,CILACAP,GOMBONG,GBG 05,,,GBG05-362,3,50,SINTRA,227.27,0.40,0.00,0.00,0.00,,,,,0.4,0.00,392.60,393.50,,,391.60,392.50,,,20.62,50.00,2018-05-19,13.51,YULI PUSPITO/HERY SUGIYANTO,
180,CILACAP,GOMBONG,GBG 05,,,GBG05-393,3,50,B & D,227.27,0.00,0.00,0.00,0.00,,,,,0,0.00,394.10,391.80,,,393.10,390.80,,,20.62,50.00,2018-05-19,14.01,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
181,CILACAP,GOMBONG,GBG 05,,,GBG05-410,3,50,SINTRA,227.27,13.90,12.20,1.20,9.00,,,,,27.3,0.12,392.40,390.40,,,391.40,389.40,,,20.54,50.00,2018-05-19,14.07,YULI PUSPITO/HERY SUGIYANTO,
182,CILACAP,GOMBONG,GBG 05,,,GBG05-411,3,50,B & D,227.27,5.60,2.80,15.20,3.10,,,,,23.6,0.10,390.00,390.80,,,389.00,389.80,,,20.48,50.00,2018-05-19,14.12,YULI PUSPITO/HERY SUGIYANTO,
183,CILACAP,GOMBONG,GBG 05,,,GBG05-320-T053-S001,3,100,SINTRA,454.55,0.00,0.00,1.20,1.20,,,,,1.2,0.00,392.10,392.50,,,391.10,391.50,,,20.58,50.00,2018-05-19,14.27,YULI PUSPITO/HERY SUGIYANTO,
184,CILACAP,GOMBONG,GBG 06,,,GBG04-112-T04,3,200,TRAFINDO,909.09,0.00,0.00,0.00,0.00,,,,,0,0.00,0.00,0.00,,,0.00,0.00,,,0.00,50.00,2018-05-19,14.32,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
185,CILACAP,GOMBONG,GBG 02,,,GBG04-112-T26,3,50,SINTRA,227.27,0.00,0.00,0.00,0.00,,,,,0,0.00,0.00,0.00,,,0.00,0.00,,,0.00,50.00,2018-05-19,14.45,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN/FCO TDK TERHUBUNG
186,CILACAP,GOMBONG,GBG 02,,,GBG04-112-T38,3,160,TRAFINDO,727.27,62.20,81.30,78.60,11.20,,,,,222.1,0.31,394.70,395.50,,,393.70,394.50,,,20.73,50.00,2018-05-19,14.51,YULI PUSPITO/HERY SUGIYANTO,
187,CILACAP,GOMBONG,GBG 05,,,GBG04-112-S42,1,50,STARLITE,227.27,94.00,62.10,,23.20,,,,,156.1,0.69,209.00,,,,204.00,,,,18.54,50.00,2018-05-20,18.51,YULI PUSPITO/HERY SUGIYANTO,
188,CILACAP,GOMBONG,GBG 10,,,GBG04-112-S45,1,25,COOPER,113.64,25.60,34.50,,5.70,,,,,60.1,0.53,234.00,,,,229.00,,,,20.82,50.00,2018-05-20,19.05,YULI PUSPITO/HERY SUGIYANTO,
189,CILACAP,GOMBONG,GBG 10,,,GBG04-112-S56-T05,1,50,TRAFINDO,227.27,61.80,96.00,,19.20,,,,,157.8,0.69,225.00,,,,220.00,,,,20.00,50.00,2018-05-20,19.09,YULI PUSPITO/HERY SUGIYANTO,
190,CILACAP,GOMBONG,GBG 04,,,GBG04-112-S59,1,50,TRAFINDO,227.27,67.30,58.30,,9.30,,,,,125.6,0.55,225.00,,,,220.00,,,,20.00,50.00,2018-05-20,19.17,YULI PUSPITO/HERY SUGIYANTO,
191,CILACAP,GOMBONG,GBG 05,,,GBG04-112-S62-U02,1,50,TRAFINDO,227.27,61.50,72.10,,7.90,,,,,133.6,0.59,233.00,,,,228.00,,,,20.73,50.00,2018-05-20,19.21,YULI PUSPITO/HERY SUGIYANTO,
192,CILACAP,GOMBONG,GBG 10,,,GBG04-112-S62-U08,1,50,TRAFINDO,227.27,41.10,88.90,,43.40,,,,,130,0.57,219.00,,,,214.00,,,,19.45,50.00,2018-05-20,19.25,YULI PUSPITO/HERY SUGIYANTO,
193,CILACAP,GOMBONG,GBG 10,,,GBG04-112-S71-T10,1,50,SINTRA,227.27,57.40,45.00,,6.60,,,,,102.4,0.45,212.00,,,,207.00,,,,18.82,50.00,2018-05-20,19.30,YULI PUSPITO/HERY SUGIYANTO,
194,CILACAP,GOMBONG,GBG 02,,,GBG04-112-S71-T19,1,50,MORAWA,227.27,31.60,38.10,,37.90,,,,,69.7,0.31,231.00,,,,226.00,,,,20.54,50.00,2018-05-20,19.40,YULI PUSPITO/HERY SUGIYANTO,
195,CILACAP,GOMBONG,GBG 10,,,GBG04-112-S71-T27,1,50,STARLITE,227.27,42.10,30.00,,12.20,,,,,72.1,0.32,230.00,,,,225.00,,,,20.45,50.00,2018-05-20,19.45,YULI PUSPITO/HERY SUGIYANTO,
196,CILACAP,GOMBONG,GBG 10,,,GBG04-112-S71-T52,1,50,TRAFINDO,227.27,91.60,28.00,,0.00,,,,,119.6,0.53,240.00,,,,235.00,,,,21.36,50.00,2018-05-20,19.55,YULI PUSPITO/HERY SUGIYANTO,
